Date,Country,Region,Plastic_Waste_Tons,Plastic_Recycled_Tons,Burned_Waste_Tons,Illegal_Dumping_Cases,Trees_Cut,Deforestation_Area_Ha,Forest_Fires_Reported,CO2_Emissions_Tons,Water_Pollution_Index,Air_Quality_Index,Population_Affected,Government_Interventions,Reforestation_Projects,Waste_Collected_Tons,Plastic_Bans_Enforced,Awareness_Campaigns,Monitoring_Stations
2023-06-22,Philippines,Rural,1314.0,573.74,1336.92,2,643,18.94,2,3467.57,36.01,50.85,45767,6,2,722.78,0,4,12
2023-02-23,India,Forest,3270.5,788.59,1622.32,4,979,6.64,1,6503.51,77.17,123.17,97053,3,2,614.63,0,1,22
2021-11-02,Indonesia,Rural,3155.8,204.47,1788.68,5,646,7.04,1,5234.86,84.11,185.87,1345,6,1,1874.05,0,4,1
2023-06-03,USA,Mountain,908.19,453.69,578.22,1,114,17.99,1,6306.12,46.09,170.35,18809,0,3,1458.47,1,3,12
2021-03-29,USA,Mountain,512.7,807.24,2739.73,1,478,3.28,3,6055.29,59.89,152.7,56777,5,0,959.85,0,6,12
2023-08-19,India,Mountain,7172.51,274.92,1449.12,1,904,11.9,0,2862.24,65.83,101.53,35233,1,2,1383.34,1,9,4
2020-05-09,USA,Rural,2290.43,995.78,134.26,1,851,15.78,1,5333.64,55.12,84.79,27789,2,2,3004.48,1,7,17
2023-07-25,India,Suburban,445.77,340.85,2362.28,1,917,5.84,1,5491.45,33.92,101.39,19622,2,3,2035.38,0,0,48
2022-08-08,Germany,Mountain,1038.7,221.05,1005.84,2,506,16.96,3,4782.96,33.4,68.46,32035,9,0,787.24,1,0,19
2023-12-06,India,Suburban,3363.58,981.33,635.3,2,185,15.51,0,5009.37,56.42,64.92,41202,0,4,891.2,0,7,1
2021-09-10,Nigeria,Suburban,6078.02,306.08,212.57,5,811,9.98,2,4120.48,77.87,136.18,59393,4,2,1708.63,1,10,17
2023-08-22,USA,Rural,5436.8,713.52,797.46,2,655,2.81,3,4845.28,35.08,172.1,24829,7,3,1742.99,1,11,34
2022-04-16,China,Rural,2221.95,616.99,723.92,5,97,19.42,2,4669.93,42.34,64.91,72897,7,2,1578.52,1,13,43
2020-08-26,Nigeria,Forest,1671.03,1186.16,2546.6,4,981,12.67,1,4483.49,46.19,100.28,52520,9,4,6263.53,0,3,7
2020-10-13,Germany,Suburban,670.49,668.04,675.06,6,661,10.58,0,4633.85,63.55,68.41,20957,6,1,3430.78,1,7,33
2020-04-02,Mexico,Coastal,1779.75,851.17,265.63,6,899,17.77,1,2639.35,32.59,96.57,64348,6,3,840.77,0,6,6
2020-03-17,Russia,Urban,757.4,39.4,1635.26,6,243,8.72,1,4481.22,81.6,174.54,57437,7,0,785.19,0,8,6
2021-09-15,Brazil,Suburban,1193.38,2208.92,2637.82,1,166,11.49,1,4090.23,58.24,55.23,90745,7,1,363.32,1,12,32
2022-10-05,India,Coastal,3038.72,826.62,843.24,2,828,17.24,0,4167.14,59.11,147.08,81561,4,0,633.33,1,6,28
2020-08-25,USA,Urban,1381.75,633.75,3939.54,5,869,8.16,1,3618.87,49.59,58.98,39648,6,4,2665.75,1,13,37
2020-07-18,Nigeria,Urban,1308.95,60.5,2341.26,5,213,15.56,2,4767.73,42.72,113.98,88989,1,0,2688.99,1,3,29
2021-04-25,Germany,Rural,1602.69,1736.07,2803.2,2,528,5.49,1,4113.05,51.82,121.11,79952,3,2,1486.09,1,11,43
2023-01-05,Philippines,Mountain,7856.04,518.68,1600.55,5,336,14.2,3,4099.24,84.8,110.23,13080,5,4,71.26,0,4,30
2020-10-04,Germany,Mountain,603.84,1283.42,1469.41,4,585,10.45,3,5121.47,35.65,145.61,50038,9,1,3412.86,1,6,22
2022-03-06,Indonesia,Mountain,2055.85,356.0,648.77,3,543,3.72,1,6627.42,33.64,196.05,71941,2,2,1087.14,0,1,5
2022-07-18,Germany,Coastal,5123.99,517.38,3351.41,2,454,3.15,0,5132.08,36.87,90.09,66101,1,2,513.5,0,12,29
2022-01-29,Philippines,Mountain,1599.02,92.81,2974.76,2,145,9.42,1,6071.96,76.62,141.47,96633,0,4,1009.72,0,2,2
2023-10-05,Mexico,Suburban,3797.88,1017.63,3401.54,2,546,14.36,0,4903.59,32.9,103.25,10811,3,0,979.74,1,2,10
2023-11-27,Nigeria,Forest,477.79,507.31,1091.04,2,303,12.26,0,7476.1,49.99,199.93,33008,1,0,2432.0,0,13,46
2023-01-11,Nigeria,Rural,1418.11,1383.29,855.33,3,463,17.17,1,3878.11,55.49,192.65,83747,2,1,674.27,1,8,20
2022-05-08,Indonesia,Mountain,832.48,585.52,1949.54,6,682,8.1,1,3006.85,60.43,64.01,11931,9,4,1306.96,0,1,18
2023-04-17,China,Suburban,1585.99,1450.31,755.0,1,633,16.95,1,5895.04,30.19,196.04,2091,5,1,1081.64,1,3,45
2024-01-28,Brazil,Suburban,1611.99,1525.9,1100.73,4,914,1.22,2,5734.87,59.21,160.74,58714,9,3,3045.6,1,13,35
2020-11-12,China,Mountain,1742.7,563.64,155.86,1,420,7.63,2,3191.75,41.7,198.85,82722,2,4,1257.49,0,7,36
2022-04-29,India,Mountain,3019.45,321.26,1370.6,2,625,1.92,2,4851.29,35.87,165.64,57613,2,3,982.87,0,0,18
2023-09-03,Russia,Coastal,123.35,21.2,1737.17,4,292,18.43,1,6795.44,62.0,69.34,92478,3,1,487.69,0,8,12
2020-07-21,India,Rural,999.71,216.79,2847.4,2,688,9.77,1,5892.55,74.65,162.57,67717,2,3,1392.58,1,13,46
2022-09-29,Indonesia,Forest,1954.58,2952.63,2004.2,2,422,6.67,1,3457.27,86.08,158.99,43392,5,3,950.82,1,5,25
2023-06-14,Philippines,Mountain,228.28,405.01,2256.0,6,88,10.1,0,2971.75,84.76,75.01,91645,8,2,1529.22,1,11,36
2022-04-15,USA,Urban,2601.55,38.85,3762.81,4,946,10.89,1,6618.04,53.94,162.98,75258,7,2,6324.31,1,3,42
2021-07-26,USA,Coastal,983.59,93.25,546.53,1,402,17.0,2,4150.99,72.24,151.22,38023,1,1,3409.27,1,4,41
2020-03-08,USA,Mountain,1439.62,495.05,460.54,1,475,11.08,0,5968.21,71.74,199.17,44505,2,1,878.59,0,6,20
2023-11-14,USA,Mountain,3113.73,209.48,1298.8,3,126,8.91,3,5710.85,54.73,142.81,33132,7,0,1166.23,0,10,48
2022-01-28,China,Suburban,3913.74,623.51,408.13,3,559,19.25,0,4975.66,35.89,112.19,23949,2,3,2612.04,1,11,11
2021-03-20,Russia,Coastal,2657.21,154.7,1440.86,3,566,19.39,2,4250.78,52.92,193.09,83783,4,0,2399.21,0,7,20
2022-06-27,Mexico,Forest,587.12,490.27,423.45,4,189,1.25,0,6490.23,89.54,144.18,24230,8,0,2205.5,0,4,33
2022-06-29,India,Suburban,2565.38,2502.58,512.6,0,301,14.28,0,2756.42,63.3,102.29,57450,1,4,508.15,1,6,10
2021-04-28,India,Urban,2686.95,382.62,215.73,3,718,7.75,0,6096.12,50.48,53.16,94330,8,0,276.27,1,2,25
2022-01-12,Germany,Urban,2329.46,515.03,1354.88,3,820,13.67,2,4675.26,74.63,163.5,58883,9,0,2946.01,1,1,10
2020-07-22,Indonesia,Forest,4341.12,480.65,317.33,2,366,12.92,1,4237.73,71.18,67.93,64883,4,3,327.68,0,1,24
2023-11-05,Indonesia,Suburban,1777.25,682.76,1657.64,5,996,6.94,3,4878.63,64.73,188.55,90224,8,0,779.93,1,9,41
2022-01-22,Philippines,Coastal,4231.19,874.45,1864.73,2,469,19.74,0,6127.53,68.25,194.21,22363,3,3,376.47,1,11,33
2023-01-20,India,Mountain,4214.18,733.58,605.16,4,928,7.46,1,3752.23,65.1,85.46,65182,7,3,1018.91,0,2,34
2023-08-13,USA,Forest,2739.76,639.19,2056.31,3,798,12.82,1,5331.53,87.38,66.92,31077,7,0,827.28,1,5,15
2022-01-04,China,Suburban,2079.61,475.25,1891.67,1,124,16.36,1,5598.21,60.55,139.3,33815,2,3,638.51,0,14,40
2020-05-04,Philippines,Coastal,2339.0,1071.58,2431.03,1,947,3.34,1,4799.62,65.41,82.06,77540,4,1,1345.7,1,10,24
2022-03-26,China,Coastal,4965.52,198.18,559.09,3,78,6.36,1,3894.7,58.3,131.28,3881,9,1,4047.89,1,9,15
2021-07-19,China,Coastal,3468.06,355.07,538.23,1,90,4.38,0,4176.9,66.01,112.13,92057,0,3,2590.91,1,0,49
2021-01-23,Russia,Coastal,657.47,93.21,1793.16,3,590,15.75,2,6780.94,83.45,168.8,3446,5,1,1110.74,1,2,10
2020-09-07,Russia,Urban,2234.98,819.26,1284.77,7,541,16.12,2,5943.58,50.39,199.98,93380,8,4,1192.81,1,2,5
2022-07-20,Nigeria,Coastal,794.4,1034.79,1379.94,2,149,5.49,1,5599.13,59.75,118.52,64232,0,2,1605.12,1,12,22
2020-07-06,Germany,Suburban,958.61,225.47,2914.67,4,369,0.58,2,7129.71,56.92,152.75,14255,1,1,1672.57,1,1,37
2023-09-19,China,Forest,1232.64,905.64,2158.87,2,619,8.76,1,4211.27,53.88,101.27,16436,6,0,1692.33,0,14,31
2021-03-10,USA,Mountain,430.96,191.51,1893.5,2,772,13.9,1,4983.36,79.26,179.38,51062,5,1,1886.77,0,0,23
2023-08-07,Germany,Mountain,747.97,166.04,1739.83,2,699,12.64,2,5047.48,43.92,55.54,91339,9,4,1121.72,0,12,11
2023-08-02,China,Suburban,4498.07,700.19,2294.53,1,572,9.19,1,6236.64,60.0,124.03,56461,2,4,1760.27,1,0,10
2023-05-07,Mexico,Suburban,953.49,349.37,966.59,2,952,6.39,1,3364.54,85.48,76.52,51964,1,4,5938.81,0,13,35
2020-02-13,Philippines,Rural,3031.16,3558.7,394.78,4,894,9.75,0,5082.96,39.68,76.53,89478,6,1,2040.83,0,0,22
2020-04-13,Russia,Suburban,1898.5,382.84,672.84,2,925,0.79,0,4997.95,30.28,129.95,77420,9,2,1593.73,0,7,41
2021-11-14,Philippines,Suburban,2487.8,455.64,599.39,2,238,1.94,0,5823.85,45.91,96.17,72515,9,0,1704.93,0,5,22
2021-05-13,Brazil,Forest,2562.69,1578.78,42.38,0,499,3.67,1,4565.8,85.34,118.85,60554,4,2,2788.79,0,8,37
2020-09-14,India,Rural,717.67,246.67,1742.03,1,143,12.7,1,6214.03,35.26,95.85,70171,5,1,1336.9,1,11,27
2023-03-02,Mexico,Forest,3018.96,459.0,864.07,3,903,4.77,1,5404.39,38.22,118.26,85129,8,2,1585.33,0,10,1
2021-02-24,Nigeria,Coastal,528.14,1462.04,980.95,4,230,8.76,0,4219.82,49.22,92.89,20688,6,3,2275.16,0,2,5
2020-05-20,Mexico,Suburban,919.26,377.9,709.54,3,370,12.62,0,5577.22,76.18,170.53,2577,3,0,3037.09,0,12,11
2023-02-09,Philippines,Suburban,2536.63,72.43,1104.91,4,332,16.7,1,4880.5,75.08,133.67,26120,8,3,205.54,1,6,33
2021-02-28,Philippines,Rural,674.26,1582.63,3216.18,3,440,11.22,1,5489.42,35.22,74.22,88509,2,3,505.91,1,5,16
2023-04-15,China,Coastal,200.01,638.72,211.58,7,370,3.95,0,3814.72,86.03,51.27,82400,3,2,1299.6,0,8,40
2021-03-18,China,Forest,2160.04,579.54,3628.18,1,619,19.06,0,4729.56,44.33,52.62,46751,9,3,2565.37,1,14,30
2021-04-22,Brazil,Urban,352.79,1670.96,1343.59,3,74,2.26,1,6018.78,46.84,113.25,35489,2,0,1398.27,1,8,28
2021-11-03,Germany,Suburban,2706.17,614.48,750.79,0,865,7.66,4,6405.5,53.19,97.12,36449,9,3,1576.53,0,10,29
2020-10-29,Brazil,Urban,1306.35,189.53,830.67,3,309,18.47,0,5440.45,68.07,89.32,5762,2,1,522.84,1,13,16
2023-05-05,Nigeria,Urban,2137.73,1179.48,504.13,4,953,12.25,0,4763.94,61.28,143.44,19585,0,0,2589.01,0,8,1
2020-01-06,China,Urban,2109.05,429.78,135.16,2,546,13.42,0,4451.4,85.72,171.98,93034,4,1,1117.13,1,6,8
2021-07-21,Nigeria,Mountain,2847.02,454.04,426.16,1,262,6.38,0,4299.58,63.88,59.51,67841,3,1,1487.89,1,8,4
2020-10-23,China,Urban,2588.99,2607.86,1108.35,3,164,2.03,1,4297.76,81.42,66.5,36307,8,4,3809.61,1,6,36
2020-09-23,China,Forest,668.53,969.03,914.68,5,501,7.63,1,4152.86,34.69,105.31,1482,3,4,2774.3,0,8,18
2023-01-11,China,Urban,1371.0,603.33,1582.19,6,749,8.34,0,4915.34,81.35,116.22,25298,2,1,1206.46,1,1,19
2021-05-28,USA,Suburban,2135.9,2049.93,715.4,4,821,5.77,3,4414.44,41.86,109.28,78473,5,3,2117.61,1,1,36
2020-12-23,Indonesia,Mountain,4281.62,125.89,633.09,0,697,4.7,2,5552.59,51.75,145.8,38390,9,1,2449.98,1,6,9
2020-08-13,Mexico,Coastal,2605.65,566.03,4488.68,4,539,7.43,1,5360.48,49.19,63.08,57273,4,1,3263.27,1,9,26
2023-09-15,USA,Rural,4038.33,363.31,516.45,2,651,12.97,2,6097.52,50.24,124.21,63491,3,4,968.12,1,5,2
2020-02-22,India,Suburban,2217.57,277.34,547.26,2,782,19.01,1,5566.06,85.12,171.76,64257,0,2,835.34,0,5,3
2020-09-26,Philippines,Coastal,3509.12,828.93,2267.47,2,577,14.22,0,5838.15,56.5,189.27,65769,2,2,2465.1,1,4,28
2020-01-31,Russia,Coastal,2009.69,362.83,1888.37,3,708,15.7,1,4181.89,46.08,134.06,70432,3,2,3361.51,1,0,45
2022-01-03,Nigeria,Rural,3412.69,760.91,796.99,3,434,6.47,0,5489.84,47.66,70.76,5896,9,1,286.09,0,6,20
2021-05-02,Indonesia,Urban,1252.91,508.56,2002.62,4,662,2.54,3,5249.23,78.2,159.12,27314,7,1,204.43,0,1,19
2023-04-20,India,Urban,4609.41,504.03,1215.78,1,467,6.18,1,3025.02,62.35,169.45,12593,8,3,604.05,0,7,19
2021-10-25,Germany,Forest,2398.86,253.07,722.16,1,268,8.35,1,4944.19,56.97,79.44,41567,7,4,618.36,1,9,41
2020-02-02,China,Urban,434.25,2711.13,1796.82,2,929,13.95,1,3994.62,85.61,151.63,66165,8,1,2186.03,0,14,37
2020-12-22,China,Urban,2187.78,165.61,1123.73,3,606,18.82,4,3478.33,85.8,189.58,35106,9,0,935.57,1,6,15
2021-06-27,Russia,Forest,2611.64,362.95,146.24,3,112,16.28,1,4689.62,75.37,157.83,88096,0,0,120.38,1,11,41
2020-04-17,Russia,Suburban,3090.61,1230.09,1798.28,5,399,5.69,1,4366.23,61.08,112.34,27932,0,4,3706.53,0,12,6
2020-09-16,Russia,Rural,5676.47,456.05,997.02,3,439,16.5,0,4246.68,37.0,116.41,66041,2,0,782.34,0,1,42
2022-05-12,India,Forest,1095.3,727.94,3042.95,0,853,8.53,2,3561.3,72.48,61.93,4283,3,0,249.37,0,1,1
2022-12-13,Philippines,Suburban,5701.14,1212.57,2068.98,5,426,3.92,1,6778.03,78.91,128.92,37570,1,4,1217.1,1,9,13
2020-08-20,Philippines,Urban,1671.44,550.7,1290.6,1,920,9.49,1,3754.07,81.12,170.4,5652,9,1,1163.2,1,7,49
2020-05-10,USA,Suburban,880.14,611.87,816.41,2,115,11.48,1,4663.17,64.91,196.77,70005,6,1,1319.62,1,11,46
2022-09-02,Nigeria,Urban,1115.37,960.14,1099.55,5,168,15.39,0,5682.29,67.01,109.9,97349,8,3,2308.73,1,11,3
2022-07-07,USA,Urban,2504.07,848.13,492.41,4,795,7.32,3,5978.47,72.56,115.31,8352,5,1,1272.07,0,4,45
2022-01-11,Mexico,Forest,769.32,264.21,1290.37,1,57,3.36,0,3898.28,82.44,58.21,13489,3,0,1795.58,1,7,8
2022-11-17,Germany,Rural,1270.36,1868.84,3202.12,4,756,2.34,2,4781.61,32.73,166.27,98282,5,0,2654.48,1,0,23
2023-04-30,Nigeria,Mountain,2148.84,70.84,3932.68,10,788,2.69,1,5553.55,63.79,157.5,21924,0,3,1604.62,0,8,28
2020-08-11,Mexico,Suburban,4585.91,449.72,2580.45,3,76,19.03,1,5297.98,52.15,110.44,15319,5,4,390.95,0,7,33
2022-07-14,China,Suburban,3030.1,1062.02,1233.91,3,339,19.06,1,5380.83,79.99,156.39,94843,3,0,580.74,1,5,34
2022-10-28,Indonesia,Forest,1723.48,169.01,265.56,7,77,19.39,0,3806.46,38.03,143.45,11011,2,1,4262.61,1,14,34
2021-03-29,Mexico,Rural,2496.05,42.21,1046.62,4,208,6.4,1,4174.35,84.58,165.35,95597,5,1,230.19,1,12,25
2023-06-13,Indonesia,Urban,1998.03,1189.07,2166.86,2,194,4.24,1,4848.44,37.44,97.12,3210,8,1,469.19,0,13,41
2020-03-29,China,Suburban,578.58,829.84,1996.57,5,516,19.63,1,4687.8,35.36,147.62,79528,7,0,2476.71,1,7,1
2024-01-29,Brazil,Rural,5115.41,282.88,967.94,3,795,19.77,2,5164.4,50.79,143.84,52586,7,2,571.65,1,0,43
2023-09-11,Germany,Coastal,4633.89,573.48,905.67,2,157,2.03,2,3943.24,89.68,63.57,1121,8,0,3490.71,0,10,7
2022-12-03,Indonesia,Coastal,1573.01,298.76,1490.37,5,940,15.17,3,5976.52,68.03,92.14,43503,5,0,1724.3,0,7,38
2021-09-09,China,Mountain,1148.93,1340.53,1153.67,3,488,6.13,0,3807.77,31.59,179.03,77178,7,2,1207.4,0,13,28
2022-07-27,Mexico,Suburban,591.68,1087.89,1042.1,5,252,18.23,0,5230.55,44.96,73.42,62068,6,2,1069.93,1,0,17
2023-08-10,Indonesia,Urban,2606.77,680.89,1001.85,4,826,2.24,1,4186.82,38.95,106.93,39345,0,1,3097.69,0,11,38
2020-03-04,Nigeria,Suburban,2618.65,961.32,2834.09,2,874,17.83,1,4734.83,30.06,83.79,1315,5,1,2268.93,0,3,48
2020-05-04,Brazil,Mountain,829.01,767.94,431.7,3,350,0.55,1,3526.74,60.9,71.03,12729,3,1,661.7,0,9,30
2022-09-07,USA,Coastal,2015.33,191.63,862.28,2,951,10.68,0,4831.99,52.87,70.46,83071,2,0,2889.89,1,11,1
2022-04-02,Nigeria,Mountain,2965.89,69.02,903.67,4,959,7.04,2,5665.36,66.8,102.19,36253,2,4,1471.39,0,2,28
2022-05-23,USA,Suburban,1084.91,1078.0,1260.01,3,976,8.83,1,6265.84,42.98,170.52,97594,9,3,628.65,0,10,36
2023-11-06,China,Suburban,1425.68,1332.38,1125.14,2,487,8.96,1,4902.11,79.86,194.95,22645,7,4,2984.47,0,14,18
2020-08-09,Russia,Coastal,1414.78,304.67,1066.75,3,60,13.25,0,3781.83,52.99,135.78,68817,0,2,206.32,1,2,2
2022-10-01,Nigeria,Coastal,876.69,2250.77,458.5,2,886,0.95,2,5815.39,58.97,145.28,70364,6,0,1760.17,0,9,33
2023-12-29,Nigeria,Rural,1448.71,645.58,1123.91,3,656,13.98,1,5346.98,73.95,166.81,14928,9,0,4335.87,0,8,7
2022-06-27,China,Urban,360.27,40.07,1764.15,2,691,0.93,2,4830.98,39.97,149.27,23439,3,3,3249.09,1,7,48
2020-05-30,Philippines,Coastal,1357.33,986.25,1293.56,3,152,4.11,2,4459.17,45.74,177.25,77475,0,4,3582.03,1,14,45
2020-06-14,China,Urban,1373.93,3049.5,423.93,4,834,12.33,2,4878.97,39.29,182.61,99942,1,2,859.96,0,9,39
2021-10-21,Germany,Mountain,1588.19,522.7,1198.94,2,535,2.19,0,5028.97,76.08,144.16,39281,6,3,3014.26,1,11,18
2023-05-30,Brazil,Mountain,2365.41,764.77,1140.36,0,159,19.82,0,5809.58,35.85,129.96,46154,9,0,1140.09,0,7,7
2020-10-30,Germany,Coastal,545.93,2253.33,834.49,0,853,15.8,0,4152.16,59.34,108.66,43619,0,3,1164.86,1,10,4
2020-05-14,India,Urban,650.88,37.58,1304.35,1,692,14.26,0,4323.5,74.99,119.24,35316,5,1,586.62,1,6,17
2020-09-15,Philippines,Coastal,857.14,89.26,650.61,2,752,5.72,0,4765.12,60.47,101.82,99922,3,4,874.29,1,7,19
2021-07-17,Philippines,Coastal,490.89,655.49,1820.32,1,860,1.45,0,3642.15,60.52,114.04,70838,2,2,777.09,0,7,5
2023-07-02,Philippines,Rural,2558.91,318.72,3771.02,1,142,19.59,0,5687.73,33.82,184.96,50994,6,1,3250.27,1,9,39
2023-07-20,Brazil,Mountain,1045.64,656.97,1934.96,4,850,3.38,0,5591.19,76.97,195.86,91914,8,4,561.69,0,5,38
2023-04-13,Germany,Urban,1626.41,232.28,560.85,0,767,16.7,3,5297.91,66.24,104.23,94952,4,1,564.45,1,7,37
2023-01-28,USA,Mountain,793.77,1767.31,1749.09,3,919,4.35,0,7420.26,70.05,83.09,86194,5,3,1203.11,0,1,13
2023-12-29,Mexico,Rural,1244.16,1036.77,2073.47,3,590,7.79,0,5680.08,75.95,61.73,1431,6,2,4462.93,1,6,12
2021-10-27,Brazil,Forest,2086.4,934.51,1472.68,1,968,14.02,0,6345.14,63.64,175.54,9341,9,3,1651.7,0,2,37
2022-02-19,Russia,Mountain,2160.27,525.85,1587.38,2,748,18.93,2,5061.04,60.52,180.6,93104,5,3,795.13,0,7,4
2023-05-08,Mexico,Rural,677.44,469.88,1043.74,2,898,0.89,1,4451.56,69.79,117.57,16944,5,4,842.18,0,4,25
2022-12-22,China,Suburban,1564.76,148.09,361.33,0,556,5.58,1,3561.24,84.0,131.36,48378,2,2,499.56,0,10,31
2021-08-26,Russia,Mountain,805.94,1847.55,987.54,3,226,15.42,0,5306.3,68.31,160.97,42123,2,2,1695.04,0,4,40
2022-07-18,India,Urban,1520.42,901.83,486.98,3,488,3.88,1,5541.02,77.3,106.38,69576,4,3,768.35,1,2,15
2022-11-01,Indonesia,Rural,973.44,381.02,919.43,3,892,2.67,1,5929.63,58.82,80.22,62311,6,2,2184.36,0,0,28
2023-05-24,Indonesia,Forest,5328.47,1137.33,702.92,3,717,1.4,0,4497.18,65.37,67.2,69300,5,0,2447.36,1,12,11
2022-05-31,USA,Mountain,2954.16,1120.72,456.84,1,807,10.3,0,5666.8,40.81,85.29,79287,1,2,3008.18,1,12,29
2020-07-22,Nigeria,Rural,2228.5,869.66,2757.06,3,760,15.47,0,3702.09,59.31,146.8,84241,2,3,699.7,1,13,5
2023-12-08,Russia,Forest,1331.93,2145.73,1106.99,4,560,19.25,1,5090.16,38.93,102.15,88717,4,0,1964.23,1,1,43
2020-08-22,Philippines,Suburban,3013.18,1525.1,723.74,2,158,5.72,0,5550.86,58.02,180.16,52420,6,0,899.02,1,12,42
2023-09-02,Germany,Urban,1599.92,1067.87,224.4,2,921,2.87,1,5644.65,33.9,63.13,8458,5,4,902.7,0,11,2
2023-08-26,Indonesia,Mountain,4976.62,453.99,1997.78,7,121,8.35,0,5819.99,64.57,112.46,71977,9,3,753.11,1,1,20
2023-02-03,Nigeria,Suburban,3221.44,419.06,1326.19,1,538,1.58,0,5535.62,47.2,88.54,57034,2,2,4677.57,0,6,22
2024-01-16,Indonesia,Coastal,1236.87,1515.79,4136.87,10,782,6.96,0,5111.34,80.5,183.15,72219,6,0,1434.22,0,1,40
2021-03-16,Brazil,Urban,4608.08,1714.35,605.21,1,330,13.04,1,6240.55,52.58,170.93,98962,4,3,3250.29,1,13,27
2022-05-30,Germany,Urban,1337.38,3299.88,2604.45,0,952,3.78,1,4947.73,85.07,197.65,53001,9,4,1963.16,0,14,21
2022-07-13,Nigeria,Urban,5531.54,624.22,987.29,3,938,12.82,2,4989.69,58.37,67.89,18037,3,1,217.41,1,6,20
2021-04-12,Indonesia,Urban,4770.34,637.15,511.38,3,263,19.45,3,6579.77,80.93,167.34,24268,5,1,4059.94,0,0,32
2022-04-27,Nigeria,Forest,2078.19,131.91,795.99,3,506,17.35,0,2205.23,47.84,68.88,38169,1,2,1705.91,0,1,36
2021-11-25,India,Suburban,375.34,2135.65,1213.13,3,636,7.46,0,5575.51,57.1,73.25,98100,6,1,1989.73,1,6,48
2022-07-17,India,Coastal,1962.48,852.68,724.48,4,467,8.72,0,5609.09,68.02,55.88,2561,1,0,2657.41,0,6,46
2022-03-27,Germany,Mountain,613.51,2238.77,374.46,1,803,8.68,2,4579.24,45.52,119.71,35406,6,0,1443.27,0,1,3
2022-05-01,China,Urban,998.63,108.64,494.84,3,559,17.27,1,5018.73,69.44,68.88,48946,7,3,287.43,0,11,8
2024-02-03,USA,Mountain,1063.05,521.73,1637.97,5,711,19.88,0,4986.63,47.32,102.25,13980,1,2,4256.12,1,9,30
2020-07-13,Indonesia,Rural,608.51,487.96,437.63,2,372,16.6,3,4786.55,59.06,91.43,92801,7,3,2401.29,1,12,4
2021-10-02,Philippines,Suburban,1967.91,1130.77,643.99,3,227,11.38,1,4936.77,31.4,196.45,76126,6,3,2104.86,0,13,7
2022-05-24,Indonesia,Suburban,901.02,809.37,453.33,2,737,2.4,0,5380.84,34.69,148.74,34624,2,2,3418.01,0,6,24
2021-10-02,Germany,Urban,1386.42,940.09,1351.87,1,153,19.11,0,4407.38,43.63,111.57,39764,6,3,125.93,1,13,9
2023-09-24,Brazil,Urban,1070.63,319.39,5531.09,2,168,17.27,1,4995.46,78.39,181.77,19215,0,1,2830.65,0,8,34
2021-06-06,Indonesia,Suburban,2372.64,835.66,1588.26,5,761,16.91,0,3650.77,69.62,59.58,61784,1,4,1879.13,1,7,35
2022-02-05,Philippines,Mountain,2251.79,1115.01,579.91,3,631,8.14,2,4385.29,83.61,100.14,90699,4,3,1889.81,1,13,9
2020-11-08,Russia,Coastal,1300.03,594.51,1350.76,1,106,9.22,0,3913.82,84.28,127.19,96074,8,0,1002.96,0,5,39
2023-11-07,Russia,Rural,2456.84,367.15,612.09,1,458,2.83,2,5155.17,52.48,58.08,34816,0,0,501.9,1,3,15
2022-08-29,Russia,Suburban,3809.99,176.46,1256.61,5,627,18.79,1,3960.44,52.05,71.88,49085,4,1,1573.3,1,13,49
2020-05-17,Russia,Coastal,163.43,1300.63,2986.76,2,961,18.89,4,3607.11,80.14,184.26,45191,5,3,1992.42,0,10,12
2020-07-05,Germany,Mountain,1020.12,862.37,1060.78,3,107,5.46,0,3610.64,55.59,76.94,27846,2,3,182.1,1,2,4
2020-06-23,Russia,Forest,726.43,3510.62,1422.79,5,166,14.07,0,3967.74,81.43,188.25,66004,4,2,2615.24,0,7,17
2020-07-09,India,Urban,944.67,1490.33,1097.0,0,474,4.47,0,6031.52,60.36,64.41,28691,1,3,1665.42,0,2,9
2022-06-03,India,Forest,125.33,111.94,2123.58,5,868,8.16,3,6536.11,55.48,183.23,81910,7,3,1680.45,1,11,31
2020-07-16,Mexico,Suburban,154.36,1140.37,1785.81,3,70,6.4,1,4661.73,46.74,118.06,33826,2,0,1193.41,1,10,30
2022-02-02,USA,Mountain,1101.18,1152.11,825.77,1,128,8.1,0,3506.57,37.59,135.99,90469,4,2,1968.88,0,4,38
2020-09-23,Nigeria,Mountain,1075.41,551.04,1786.56,2,873,6.52,1,4699.33,61.55,92.24,62040,0,3,2502.64,1,10,18
2023-02-13,India,Mountain,4178.27,1278.46,1264.71,3,915,7.23,1,6385.9,49.51,91.0,88883,4,1,4155.76,0,2,21
2020-05-02,Nigeria,Mountain,1855.76,856.98,770.98,4,608,15.93,2,5229.25,44.97,123.82,91847,0,3,4919.86,0,8,17
2023-04-16,Mexico,Suburban,2412.72,687.31,781.91,4,935,6.35,1,3539.04,40.18,103.37,40139,8,2,3586.82,0,10,35
2023-02-24,USA,Urban,13610.23,1455.75,1235.71,3,732,16.39,0,6823.8,53.32,61.65,68051,1,1,1447.2,0,6,17
2023-02-24,India,Forest,5031.95,14.0,1407.24,2,645,11.57,3,4641.61,63.35,103.05,61268,5,1,327.71,1,2,17
